K10plus-PPN	Hebis-PPN	Umgelenkte Hebis-PPN 1	Umgelenkte Hebis-PPN 2
6001788804	459962612		
6001788812	459962620		
6001788820	459962639		
6001788839	459962655		
6001788847	459962663		
6001788855	45996268X		
6001788863	459962698		
6001788871	459962701		
600178888X	45996271X		
6001788898	459962728		
6001788901	459962736		
600178891X	459962744		
6001788928	459962752		
6001788936	459962760		
6001788944	459962779		
6001788952	459962787		
6001788960	459962795		
6001788979	459962809		
6001788987	459962817		
6001788995	459962825		
6001789002	459962833		
6001789010	459962841		
6001789029	45996285X		
6001789037	459962868		
6001789045	459962914		
6001789053	459962930		
6001789061	459962949		
600178907X	459962965		
6001789088	459962973		
6001789096	459962981		
600178910X	45996299X		
6001789118	459963007		
6001789126	459963015		
6001789134	459963023		
6001789142	459963031		
6001789150	45996304X		
6001789169	459963058		
6001789177	459963066		
6001789185	459963074		
6001789193	459963082		
6001789207	459963090		
6001789215	459963104		
6001789223	459963120		
6001789231	459963139		
600178924X	459963147		
6001789258	459963155		
6001789266	459963163		
6001789274	459963171		
6001789282	45996318X		
6001789290	459963198		
6001789304	459963201		
6001789312	45996321X		
6001789320	459963236		
6001789339	459963244		
6001789347	459963252		
6001789355	459963279		
6001789363	459963287		
6001789371	459963333		
600178938X	459963368		
6001789398	459963376		
6001789401	459963384		
600178941X	459963392		
6001789428	459963406		
6001789436	459963414		
6001789444	459963449		
6001789452	459963465		
6001789460	459963473		
6001789479	459963481		
6001789487	45996349X		
6001789495	459963503		
6001789509	459963511		
6001789517	45996352X		
6001789525	459963538		
6001789533	459963546		
6001789541	459963554		
600178955X	459963562		
6001789568	459963570		
6001789576	459963589		
6001789584	459963635		
6001789592	459963961		
6001789606	459964046		
6001789614	459964054		
6001789622	459964062		
6001789630	459964070		
6001789649	459964097		
6001789657	459964100		
6001789665	459964119		
6001789673	459964127		
6001789681	459964135		
600178969X	459964143		
6001789703	459964151		
6001789711	45996416X		
600178972X	459964178		
6001789738	459964186		
6001789746	459964194		
6001789754	459964208		
6001789762	459964216		
6001789770	459964224		
6001789789	459964232		
6001789797	459964240		
6001789800	459964259		
6001789819	459964267		
6001789827	459964275		
6001789835	459964283		
6001789843	459964291		
6001789851	459964305		
600178986X	459964313		
6001789878	459964321		
6001789886	45996433X		
6001789894	459964348		
6001789908	459964356		
6001789916	459964380		
6001789924	459964461		
6001789932	45996447X		
6001789940	459964488		
6001789959	459964550		
6001789967	459964666		
6001789975	459964674		
6001789983	459964682		
6001789991	459964704		
6001790019	459964895		
6001790027	459964909		
6001790035	459964917		
6001790043	459964925		
6001790051	459964933		
600179006X	459964941		
6001790078	45996495X		
6001790086	459964968		
6001790094	459964976		
6001790108	459964984		
6001790116	459964992		
6001790124	45996500X		
6001790132	459965034		
6001790140	459965050		
6001790159	459965069		
6001790167	459965085		
6001790175	459965093		
6001790183	459965107		
6001790191	459965115		
6001790205	459965123		
6001790213	459965131		
6001790221	45996514X		
600179023X	459965158		
6001790248	459965166		
6001790256	459965174		
6001790264	459965182		
6001790272	459965204		
6001790280	459965212		
6001790299	459965220		
6001790302	459965239		
6001790310	459965247		
6001790329	459965255		
6001790337	459965263		
6001790345	459965271		
6001790353	45996528X		
6001790361	459965301		
600179037X	45996531X		
6001790388	459965506		
6001790396	459965549		
600179040X	459965565		
6001790418	459965581		
6001790426	45996559X		
6001790434	459965603		
6001790442	459965611		
6001790450	45996562X		
6001790469	459965638		
6001790477	459965646		
6001790485	459965654		
6001790493	459965662		
6001790507	459965670		
6001790515	459965689		
6001790523	459965727		
6001790531	459966111		
600179054X	459966170		
6001790558	459966200		
6001790566	459966227		
6001790574	459966235		
6001790582	459966448		
6001790590	459966456		
6001790604	459966480		
6001790612	459966502		
6001790620	459966510		
6001790639	459966537		
6001790647	45996660X		
6001790655	459966723		
6001790663	459966731		
6001790671	45996674X		
600179068X	459966758		
6001790698	459966766		
6001790701	459966774		
600179071X	459966782		
6001790728	459966790		
6001790736	459966804		
6001790744	459966820		
6001790752	459966839		
6001790760	459966847		
6001790779	459966898		
6001790787	45996691X		
6001790795	459966936		
6001790809	459966944		
6001790817	459966960		
6001790825	459966979		
6001790833	459966987		
6001790841	459966995		
600179085X	459967002		
6001790868	459967010		
6001790876	459967029		
6001790884	459967037		
6001790892	459967053		
6001790906	459967061		
6001790914	45996707X		
6001790922	45996710X		
6001790930	459967118		
6001790949	459967126		
6001790957	459967134		
6001790965	459967169		
6001790973	459967177		
6001790981	459967193		
600179099X	459967207		
6001791007	45996724X		
6001791015	459967398		
6001791023	459967428		
6001791031	459967436		
600179104X	459967444		
6001791058	459967452		
6001791066	459967460		
6001791074	459967479		
6001791082	459967487		
6001791090	459967495		
6001791104	459967533		
6001791112	459967541		
6001791120	45996755X		
6001791139	459967576		
6001791147	459967584		
6001791155	459967592		
6001791163	459967614		
6001791171	459967630		
600179118X	459967657		
6001791198	459967665		
6001791201	459967673		
600179121X	459967681		
6001791228	45996769X		
6001791236	459967711		
6001791244	459967738		
6001791252	459967746		
6001791260	459967754		
6001791279	459967762		
6001791287	459967770		
6001791295	459967827		
6001791309	459967835		
6001791317	459967843		
6001791325	459967851		
6001791333	45996786X		
6001791341	459967916		
600179135X	459967924		
6001791368	459967932		
6001791376	459967940		
6001791384	459967959		
6001791392	459967967		
6001791406	459967975		
6001791414	459967983		
6001791422	459967991		
6001791430	459968017		
6001791449	459968068		
6001791457	459968270		
6001791465	459968289		
6001791473	459968297		
6001791481	459968300		
600179149X	459968327		
6001791503	459968335		
6001791511	459968343		
600179152X	459968351		
6001791538	45996836X		
6001791546	459968378		
6001791554	459968386		
6001791562	459968408		
6001791570	459968416		
6001791589	459968424		
6001791597	459968432		
6001791600	459968572		
6001791619	459968580		
6001791627	459968599		
6001791635	459968602		
6001791643	459968610		
6001791651	459968629		
600179166X	459968637		
6001791678	459968645		
6001791686	459968653		
6001791694	459968661		
6001791708	45996867X		
6001791716	459968688		
6001791724	459968696		
6001791732	45996870X		
6001791740	459968718		
6001791759	459968726		
6001791767	459968734		
6001791775	459968742		
6001791783	459968750		
6001791791	459968769		
6001791805	459968777		
6001791813	459968793		
6001791821	459968807		
600179183X	459968823		
6001791848	459968831		
6001791856	45996884X		
6001791864	459968858		
6001791872	459968912		
6001791880	459968920		
6001791899	459968939		
6001791902	459968955		
6001791910	459968963		
6001791929	459968971		
6001791937	45996898X		
6001791945	459969005		
6001791953	459969013		
6001791961	459969021		
600179197X	45996903X		
6001791988	459969048		
6001791996	459969056		
6001792003	459969064		
6001792011	459969072		
600179202X	459969080		
6001792038	459969099		
6001792046	459969102		
6001792054	459969110		
6001792062	459969129		
6001792070	459969137		
6001792089	459969145		
6001792097	459969153		
6001792100	459969544		
6001792119	459969552		
6001792127	459969560		
6001792135	459969579		
6001792143	459969595		
6001792151	459969609		
600179216X	459969617		
6001792178	459969625		
6001792186	459969633		
6001792194	459969641		
6001792208	45996965X		
6001792216	459969668		
6001792224	459969706		
6001792232	459969714		
6001792240	459969722		
6001792259	459969730		
6001792267	459969749		
6001792275	459969757		
6001792283	459969765		
6001792291	459969773		
6001792305	459969781		
6001792313	45996979X		
6001792321	459969803		
600179233X	459969811		
6001792348	45996982X		
6001792356	459969838		
6001792364	459969846		
6001792372	459969854		
6001792380	459969862		
6001792399	459969897		
6001792402	459969900		
6001792410	459969943		
6001792429	459970151		
6001792437	459970321		
6001792445	459970410		
6001792453	459970429		
6001792461	459970569		
600179247X	459970763		
6001792488	459970771		
6001792496	45997078X		
600179250X	459970798		
6001792518	459971239		
6001792526	459971255		
6001792534	459971298		
6001792542	459971301		
6001792550	45997131X		
6001792569	459971387		
6001792577	459971530		
6001792585	459971549		
6001792593	459971557		
6001792607	459971565		
6001792615	459971581		
6001792623	459971603		
6001792631	459971611		
600179264X	45997162X		
6001792658	459971638		
6001792666	459971646		
6001792674	459971654		
6001792682	459971662		
6001792690	459971670		
6001792704	459971689		
6001792712	459971697		
6001792720	459971727		
6001792739	459971735		
6001792747	459971743		
6001792755	459971751		
6001792763	45997176X		
6001792771	459971778		
600179278X	459971786		
6001792798	459971794		
6001792801	459971808		
600179281X	459971816		
6001792828	459971824		
6001792836	459971832		
6001792844	459971840		
6001792860	459971859		
6001792879	459971867		
6001792887	459971875		
6001792895	459971883		
6001792909	459971891		
6001792917	459971905		
6001792925	459971913		
6001792933	459971921		
6001792941	45997193X		
600179295X	459971948		
6001792968	459971956		
6001792976	459971964		
6001792984	459971972		
6001792992	459971980		
600179300X	459971999		
6001793018	459972006		
6001793026	459972014		
6001793034	459972022		
6001793042	459972030		
6001793050	459972049		
6001793069	459972057		
6001793077	459972065		
6001793085	459972073		
6001793093	459972081		
6001793107	45997209X		
6001793115	459972103		
6001793123	459972111		
6001793131	45997212X		
600179314X	459972138		
6001793158	459972146		
6001793166	459972154		
6001793174	459972162		
6001793182	459972170		
6001793190	45997226X		
6001793204	459972278		
6001793212	459972286		
6001793220	459972294		
6001793239	459972308		
6001793247	459972316		
6001793255	459972324		
6001793263	459972332		
6001793271	459972340		
600179328X	459972359		
6001793298	459972367		
6001793301	459972375		
600179331X	459972464		
6001793328	459972472		
6001793336	459972499		
6001793344	459972898		
6001793352	459972901		
6001793360	45997291X		
6001793379	459972928		
6001793387	459972936		
6001793395	459972944		
6001793409	459972952		
6001793417	459972960		
6001793425	459972979		
6001793433	459972987		
6001793441	459972995		
600179345X	459973002		
6001793468	459973010		
6001793476	459973185		
6001793484	459973193		
6001793492	459973231		
6001793506	459973258		
6001793514	459973274		
6001793522	459973290		
6001793530	459973312		
6001793549	459973347		
6001793557	459973363		
6001793565	459973371		
6001793573	45997338X		
6001793581	459973398		
600179359X	459973401		
6001793603	45997341X		
6001793611	459973428		
600179362X	459973436		
6001793638	459973444		
6001793646	459973460		
6001793654	459973479		
6001793662	459973525		
6001793670	459973533		
6001793689	459973541		
6001793697	459973568		
6001793700	459973584		
6001793719	459973606		
6001793727	459973614		
6001793735	459973622		
6001793743	459973630		
6001793751	459973649		
600179376X	459973657		
6001793778	459973665		
6001793786	459973673		
6001793794	459973681		
6001793808	45997369X		
6001793816	459973703		
6001793824	459973711		
6001793832	45997372X		
6001793840	459973738		
6001793859	459973746		
6001793867	459973770		
6001793875	459973789		
6001793883	459973797		
6001793891	459973800		
6001793905	459973819		
6001793913	459973851		
6001793921	45997386X		
600179393X	459973878		
6001793948	459973886		
6001793956	459973894		
6001793964	459973908		
6001793972	459973916		
6001793980	459973924		
6001793999	459973932		
6001794006	459973940		
6001794014	459973959		
6001794022	459973967		
6001794030	459973975		
6001794049	459973983		
6001794057	459973991		
6001794065	459974009		
6001794073	459974017		
6001794081	459974025		
600179409X	459974033		
6001794103	459974041		
6001794111	45997405X		
600179412X	459974068		
6001794138	459974076		
6001794146	459974084		
6001794154	459974092		
6001794162	459974106		
6001794170	459974114		
6001794189	459974122		
6001794197	459974130		
6001794200	459974149		
6001794219	459974157		
6001794227	459974165		
6001794235	459974173		
6001794243	459974181		
6001794251	45997419X		
600179426X	459974211		
6001794278	459974262		
6001794286	459974467		
6001794294	459974475		
6001794308	45997467X		
6001794316	459974688		
6001794324	459974696		
6001794332	45997470X		
6001794340	459974777		
6001794359	459974807		
6001794367	459974882		
6001794375	459974920		
6001794383	459974955		
6001794391	459975013		
6001794405	459975072		
6001794413	459975919		
6001794421	459975927		
600179443X	45997596X		
6001794448	459975986		
6001794456	459975994		
6001794464	459976001		
6001794472	45997601X		
6001794480	459976028		
6001794499	459976036		
6001794502	459976044		
6001794510	459976052		
6001794529	459976060		
6001794537	459976079		
6001794545	459976087		
6001794553	459976095		
6001794561	459976109		
600179457X	459976125		
